shipment_id,sale_id,origin_store_id,destination_address,transport_mode,carrier,departure_date,arrival_date,status,distance,cost
153,171,6,"клх Мценск, пер. Боровой, д. 9, 168070",Грузовик,ЭкспрессДоставка,2023-06-29 02:13:00,2023-07-01 05:13:00,Доставлено,46,43.92
154,173,2,"г. Терней, пр. Седова, д. 56 стр. 3, 766228",Грузовик,ЛогистикПро,2023-02-01 06:12:00,2023-02-03 01:12:00,Доставлено,59,105.12
155,174,1,"д. Усть-Катав, пер. Сахалинский, д. 6, 814700",Авиа,ЛогистикПро,2023-06-04 12:59:00,2023-06-06 13:59:00,Доставлено,717,968.29
156,175,1,"п. Щельяюр, наб. Новгородская, д. 8, 946341",Морской,ЛогистикПро,2023-10-21 20:20:00,2023-10-24 07:20:00,Доставлено,102,162.66
157,176,2,"г. Улан-Удэ, наб. Лесхозная, д. 66 к. 3/8, 902165",Авиа,ТрансЛогистик,2023-02-04 13:53:00,2023-02-05 19:53:00,Доставлено,199,188.49
158,177,1,"клх Приморско-Ахтарск, ул. Труда, д. 4 к. 2/5, 037225",Авиа,ЛогистикПро,2023-10-20 07:01:00,2023-10-21 06:01:00,Доставлено,657,1058.38
159,178,6,"д. Корсаков, пр. Жукова, д. 299 стр. 233, 153020",Авиа,ТрансЛогистик,2023-10-29 02:22:00,2023-10-31 23:22:00,Доставлено,414,665.59
160,179,4,"п. Быково (метеост.), пер. Поселковый, д. 6 к. 26, 308834",Грузовик,ЛогистикПро,2023-06-05 08:30:00,2023-06-06 18:30:00,Доставлено,663,830.54
161,180,3,"п. Черусти, наб. Бажова, д. 900 стр. 23, 434551",Морской,ТрансЛогистик,2023-01-30 21:52:00,2023-01-30 23:52:00,Доставлено,759,723.98
162,181,9,"г. Елец, пр. Станционный, д. 3/4, 242330",Авиа,ТрансЛогистик,2023-10-23 16:30:00,2023-10-24 21:30:00,Доставлено,673,957.95
163,182,5,"п. Таганрог, пер. Брянский, д. 4 стр. 98, 201186",Грузовик,ТрансЛогистик,2023-12-18 23:31:00,2023-12-21 01:31:00,Доставлено,873,1664.85
164,183,2,"к. Верещагино (Перм.), ул. Глинки, д. 7/9 стр. 62, 423374",Грузовик,ЛогистикПро,2023-03-16 17:03:00,2023-03-18 04:03:00,Доставлено,86,158.03
165,184,7,"клх Партизанск, ул. Тургенева, д. 3/3, 118413",Морской,ЭкспрессДоставка,2023-03-01 10:10:00,2023-03-04 10:10:00,Доставлено,56,75.38
166,185,6,"ст. Уэлен, бул. Болотный, д. 115, 197570",ЖД,ТрансЛогистик,2023-07-29 17:48:00,2023-07-31 08:48:00,Доставлено,77,151.5
167,187,6,"с. Красноярск, пер. Дачный, д. 51 стр. 921, 972023",ЖД,ЛогистикПро,2023-02-27 14:25:00,2023-03-01 09:25:00,Доставлено,132,242.97
168,188,5,"с. Кисловодск, бул. Совхозный, д. 4 стр. 2, 155163",Авиа,ЭкспрессДоставка,2023-04-03 05:07:00,2023-04-03 21:07:00,Доставлено,454,444.37
169,189,7,"к. Иваново, ул. Островского, д. 29, 485499",Авиа,ТрансЛогистик,2023-08-17 08:46:00,2023-08-18 11:46:00,Доставлено,666,1265.85
170,190,2,"к. Эльбрус, наб. Ростовская, д. 4, 020598",Авиа,ЛогистикПро,2023-05-08 07:59:00,2023-05-10 14:59:00,Доставлено,951,1630.75
171,191,4,"с. Терскол, алл. Енисейская, д. 4/8 стр. 83, 185053",Авиа,ЛогистикПро,2023-01-19 14:36:00,2023-01-21 14:36:00,Доставлено,173,93.55
172,192,2,"д. Шумиха, пер. Карла Либкнехта, д. 2 к. 544, 946673",Грузовик,ЛогистикПро,2023-07-14 14:13:00,2023-07-14 15:13:00,Доставлено,557,565.16
173,194,4,"г. Шарья, алл. Пионерская, д. 3 к. 4/2, 912669",Авиа,ТрансЛогистик,2023-03-18 12:11:00,2023-03-21 03:11:00,Доставлено,539,718.51
174,195,9,"с. Находка, алл. ДОС, д. 247 к. 9, 871678",ЖД,ЭкспрессДоставка,2023-05-26 03:50:00,2023-05-26 06:50:00,Доставлено,480,700.71
175,196,5,"с. Камышлов, бул. Производственный, д. 8, 180382",Авиа,ЛогистикПро,2023-11-17 18:08:00,2023-11-18 17:08:00,Доставлено,266,256.22
176,197,7,"г. Жуковский, ш. Морозова, д. 9/2 к. 276, 313059",Морской,ЛогистикПро,2023-10-24 00:20:00,2023-10-26 13:20:00,Доставлено,942,1603.96
177,198,5,"ст. Магас, бул. Фрунзе, д. 816, 890878",Грузовик,ТрансЛогистик,2023-11-02 10:24:00,2023-11-03 04:24:00,Доставлено,577,946.38
178,199,2,"с. Верхний Баскунчак, бул. Ореховый, д. 66 стр. 880, 508329",Авиа,ЭкспрессДоставка,2023-10-30 08:44:00,2023-10-31 06:44:00,Доставлено,885,1310.5
179,200,4,"д. Губаха, ул. Ангарская, д. 7/7, 661506",Морской,ЭкспрессДоставка,2023-07-14 05:51:00,2023-07-16 09:51:00,Доставлено,735,1167.27
180,201,2,"к. Александровск, ш. Щербакова, д. 23, 990601",Грузовик,ЭкспрессДоставка,2023-12-08 22:38:00,2023-12-11 03:38:00,Доставлено,237,119.12
181,202,2,"ст. Змеиногорск, ул. Красных Партизан, д. 91, 095590",Авиа,ЛогистикПро,2023-12-22 19:31:00,2023-12-23 08:31:00,Доставлено,440,328.11
182,203,2,"ст. Уэлен, алл. Горняцкая, д. 371 к. 128, 917747",Морской,ТрансЛогистик,2023-04-28 17:07:00,2023-04-29 15:07:00,Доставлено,73,81.95
183,204,10,"г. Волоколамск, бул. Революционный, д. 799 к. 704, 093555",Грузовик,ЛогистикПро,2023-04-08 17:59:00,2023-04-11 01:59:00,Доставлено,46,23.18
184,205,8,"ст. Славянск-на-Кубани, пер. Луначарского, д. 31 к. 3, 142464",ЖД,ЭкспрессДоставка,2023-10-04 16:24:00,2023-10-05 17:24:00,Доставлено,794,1504.87
185,206,6,"г. Тарко-Сале, наб. Коммунаров, д. 37 к. 6/7, 733869",Морской,ТрансЛогистик,2023-04-19 04:16:00,2023-04-21 06:16:00,Доставлено,410,674.2
186,207,4,"г. Кашхатау, пр. Карьерный, д. 1/4, 775913",ЖД,ЛогистикПро,2023-01-14 09:30:00,2023-01-16 05:30:00,Доставлено,715,711.27
187,209,3,"ст. Рыбинск, наб. Репина, д. 7 к. 54, 101142",Авиа,ЭкспрессДоставка,2023-04-29 18:31:00,2023-04-30 21:31:00,Доставлено,343,495.08
188,210,7,"д. Елабуга, пр. Карьерный, д. 213, 525392",ЖД,ЭкспрессДоставка,2023-03-27 23:39:00,2023-03-30 15:39:00,Доставлено,649,878.27
189,211,9,"к. Лотошино, наб. 70 лет Октября, д. 466 к. 387, 606943",Авиа,ЛогистикПро,2023-02-13 16:27:00,2023-02-13 18:27:00,Доставлено,263,327.39
190,212,4,"ст. Усть-Калманка, наб. Культуры, д. 23 к. 2, 417512",Авиа,ЛогистикПро,2023-07-31 08:08:00,2023-08-01 02:08:00,Доставлено,717,487.78
191,213,10,"клх Верхний Баскунчак, пр. Пограничный, д. 872 стр. 8/6, 936051",ЖД,ТрансЛогистик,2023-09-30 00:57:00,2023-09-30 04:57:00,Доставлено,822,723.01
192,214,10,"с. Владимир, ш. Байкальское, д. 6 к. 1, 065351",Морской,ЛогистикПро,2023-06-13 09:55:00,2023-06-14 19:55:00,Доставлено,1000,1726.08
193,215,1,"г. Буденновск, наб. Морская, д. 30 к. 4/7, 495664",Морской,ЭкспрессДоставка,2023-04-25 03:45:00,2023-04-25 11:45:00,Доставлено,57,97.74
194,216,7,"п. Абакан, бул. Новгородский, д. 5 стр. 5, 450219",Авиа,ЛогистикПро,2023-05-08 03:07:00,2023-05-09 05:07:00,Доставлено,768,696.56
195,217,8,"п. Оха, ш. Ставропольское, д. 4 к. 34, 458374",Грузовик,ЛогистикПро,2023-07-27 18:36:00,2023-07-28 00:36:00,Доставлено,768,1190.68
196,218,6,"к. Лянтор, бул. Дружба, д. 39 стр. 65, 464605",Морской,ЛогистикПро,2023-08-05 11:39:00,2023-08-07 01:39:00,Доставлено,462,730.44
197,219,3,"с. Урай, пр. Озерный, д. 6/6 к. 855, 382038",Грузовик,ЭкспрессДоставка,2023-08-15 23:43:00,2023-08-17 18:43:00,Доставлено,21,15.26
198,220,1,"с. Нарткала, пр. Котовского, д. 8 стр. 5, 209079",ЖД,ЭкспрессДоставка,2023-05-26 16:53:00,2023-05-28 19:53:00,Доставлено,825,1594.14
199,221,7,"клх Бавлы, бул. Детский, д. 4, 862119",Морской,ТрансЛогистик,2023-05-09 17:53:00,2023-05-11 07:53:00,Доставлено,812,1226.75
200,222,4,"д. Владивосток, ш. Дружбы, д. 82 стр. 7, 275416",Авиа,ТрансЛогистик,2023-05-09 18:27:00,2023-05-11 19:27:00,Доставлено,81,137.96
201,223,9,"г. Краснокамск, бул. Розы Люксембург, д. 7 к. 3, 307012",Грузовик,ЭкспрессДоставка,2023-01-23 19:03:00,2023-01-26 12:03:00,Доставлено,802,1018.34
202,224,1,"клх Диксон, пр. Мельничный, д. 21 к. 155, 150045",Авиа,ТрансЛогистик,2023-01-20 07:01:00,2023-01-23 04:01:00,Доставлено,700,532.02
203,225,2,"с. Черкесск, ул. Ручейная, д. 442, 232757",Морской,ТрансЛогистик,2023-02-21 19:25:00,2023-02-21 20:25:00,Доставлено,418,499.15
204,226,10,"г. Краснокамск, бул. Почтовый, д. 1 к. 947, 367369",Авиа,ЛогистикПро,2023-09-08 07:27:00,2023-09-09 13:27:00,Доставлено,593,307.4
205,227,9,"п. Орехово-Зуево, наб. Санаторная, д. 4 к. 725, 229987",Грузовик,ТрансЛогистик,2023-10-06 02:33:00,2023-10-07 00:33:00,Доставлено,234,150.02
206,229,4,"п. Мураши, бул. Розы Люксембург, д. 8/1, 767028",Морской,ТрансЛогистик,2023-02-25 11:45:00,2023-02-26 04:45:00,Доставлено,568,471.14
207,230,8,"клх Агата, наб. Папанина, д. 2 к. 141, 765376",ЖД,ТрансЛогистик,2023-02-13 11:32:00,2023-02-13 19:32:00,Доставлено,40,32.58
208,231,1,"клх Соликамск, ул. Инженерная, д. 5, 565968",Грузовик,ЭкспрессДоставка,2023-08-20 05:15:00,2023-08-22 17:15:00,Доставлено,584,912.07
209,232,1,"п. Нижний Тагил, ш. Речное, д. 580 к. 132, 443346",Грузовик,ЛогистикПро,2023-12-31 09:21:00,2024-01-01 21:21:00,Доставлено,92,177.67
210,233,1,"ст. Пенза, ш. Чайковского, д. 7/5, 880258",Авиа,ЛогистикПро,2023-05-28 14:33:00,2023-05-31 04:33:00,Доставлено,800,1418.4
211,235,9,"клх Ижевск, алл. Уральская, д. 6/1 к. 56, 519759",ЖД,ЛогистикПро,2023-03-01 01:12:00,2023-03-01 19:12:00,Доставлено,245,254.09
212,236,9,"к. Касимов, пер. Кирова, д. 4/9 стр. 8, 498038",ЖД,ЛогистикПро,2023-10-17 15:11:00,2023-10-18 01:11:00,Доставлено,137,220.35
213,237,6,"к. Эльтон, ул. Центральная, д. 465 к. 91, 873408",ЖД,ТрансЛогистик,2023-08-17 14:45:00,2023-08-18 01:45:00,Доставлено,461,504.96
214,238,8,"клх Ноглики, ул. Леваневского, д. 27 стр. 2/9, 832027",Грузовик,ЛогистикПро,2023-09-12 02:13:00,2023-09-14 14:13:00,Доставлено,554,485.3
215,239,10,"к. Краснокамск, бул. Мая 1, д. 7 стр. 9/1, 779182",Морской,ЭкспрессДоставка,2023-06-20 08:42:00,2023-06-21 12:42:00,Доставлено,499,375.75
216,240,8,"ст. Устюжна, ул. Разина, д. 198 стр. 3/4, 811882",Морской,ТрансЛогистик,2023-03-22 19:59:00,2023-03-24 01:59:00,Доставлено,362,368.96
217,241,9,"с. Сальск, пер. Дружба, д. 8 стр. 6, 176415",Грузовик,ЭкспрессДоставка,2023-07-21 18:52:00,2023-07-23 09:52:00,Доставлено,140,245.36
218,242,2,"д. Углич, пр. Восточный, д. 981 к. 887, 516897",Грузовик,ТрансЛогистик,2023-06-30 22:04:00,2023-07-03 03:04:00,Доставлено,217,184.62
219,243,8,"клх Оренбург, пр. Лесхозный, д. 15 к. 7/6, 013798",Авиа,ЛогистикПро,2023-03-12 23:54:00,2023-03-14 16:54:00,Доставлено,131,249.39
220,244,10,"ст. Вендинга, бул. Краснопартизанский, д. 38, 343541",Морской,ЛогистикПро,2023-01-17 06:17:00,2023-01-20 01:17:00,Доставлено,290,202.23
221,245,6,"клх Верхотурье, ш. Кочубея, д. 1 к. 8/8, 330563",Морской,ТрансЛогистик,2023-08-06 07:19:00,2023-08-06 17:19:00,Доставлено,35,23.68
222,246,6,"д. Черемхово, ул. Горького, д. 9/8 к. 6, 898544",Грузовик,ЭкспрессДоставка,2023-02-04 08:03:00,2023-02-06 13:03:00,Доставлено,274,272.35
223,247,7,"д. Тавда, ш. Декабристов, д. 20, 314508",Авиа,ЛогистикПро,2023-12-08 19:07:00,2023-12-11 14:07:00,Доставлено,381,616.24
224,248,4,"к. Всеволожск, ул. Ушакова, д. 1/9, 926522",Грузовик,ЭкспрессДоставка,2023-01-12 00:41:00,2023-01-14 09:41:00,Доставлено,54,33.95
225,250,8,"г. Мостовской, ул. Алтайская, д. 258 стр. 94, 893777",Морской,ТрансЛогистик,2023-10-21 01:20:00,2023-10-23 08:20:00,Доставлено,170,274.48
226,252,1,"г. Терней, наб. Профсоюзная, д. 4 стр. 2, 372155",ЖД,ТрансЛогистик,2023-10-29 10:41:00,2023-10-30 07:41:00,Доставлено,497,822.43
227,253,6,"клх Усть-Баргузин, пр. 70 лет Октября, д. 87 к. 138, 598537",ЖД,ЛогистикПро,2023-07-22 22:33:00,2023-07-23 22:33:00,Доставлено,996,840.96
228,254,10,"п. Валаам, бул. Целинный, д. 5/4 к. 112, 836983",Грузовик,ЛогистикПро,2023-11-28 07:12:00,2023-11-30 18:12:00,Доставлено,940,1361.91
229,255,10,"ст. Наро-Фоминск, бул. Кубанский, д. 3/1 к. 9, 035679",ЖД,ЭкспрессДоставка,2023-12-17 08:52:00,2023-12-18 02:52:00,Доставлено,787,513.43
230,256,9,"клх Минеральные Воды, наб. Куйбышева, д. 33 стр. 178, 550123",ЖД,ЭкспрессДоставка,2023-11-05 19:47:00,2023-11-08 05:47:00,Доставлено,263,503.92
231,257,3,"клх Лодейное Поле, пр. Уральский, д. 1 к. 1/9, 132131",ЖД,ЭкспрессДоставка,2023-07-30 14:06:00,2023-07-31 08:06:00,Доставлено,205,380.64
